23,2018,12,29,05,40,来电狂响,17452,9701000,23000
24,2018,12,29,05,40,广东人对冬天的尊重 ,17436,130000000,13000
25,2018,12,29,05,40,沈月胖了,16495,260000000,44000
26,2018,12,29,05,40,知否,16339,980000000,237000
27,2018,12,29,05,40,东京站无差别杀人嫌疑人被捕,16288,100000000,2186
28,2018,12,29,05,40,朱珠每年都上榜,16284,9252000,3926
29,2018,12,29,05,40,郝蕾好敢说,14629,250000000,28000
30,2018,12,29,05,40,分手要不要删联系方式,14562,110000000,30000
31,2018,12,29,05,40,年末joy,13096,26611000,3577
32,2018,12,29,05,40,闯红灯抓拍不带美颜 ,11964,7625000,1157
33,2018,12,29,05,40,老iG五人全部退役,11886,61220000,1759
34,2018,12,29,05,40,将夜第二季换人了,11685,22942000,1135
35,2018,12,29,05,40,曼娘上线,11569,33270000,2141
36,2018,12,29,05,40,胖了只能穿卫衣 ,11433,160000000,27000
37,2018,12,29,05,40,金敏喜,11256,260000000,71000
38,2018,12,29,05,40,异地恋会甜吗,11189,60024000,13000
39,2018,12,29,05,40,2018全球最帅100面孔 ,11133,120000000,42000
40,2018,12,29,05,40,霍尊 北京一夜,10905,7099000,7310
41,2018,12,29,05,40,发语音会很烦吗,10773,97632000,29000
42,2018,12,29,05,40,吉林爆炸,10264,71039000,2123
43,2018,12,29,05,40,got7翻跟头,10064,29262000,8605
44,2018,12,29,05,40,2018你得到甜甜的恋爱了吗 ,10045,85446000,19000
45,2018,12,29,05,40,不发朋友圈被辞退 ,9874,170000000,22000
46,2018,12,29,05,40,微博之夜投票,9843,150000000,314000
47,2018,12,29,05,40,李大辉追星成功,9824,34627000,7312
48,2018,12,29,05,40,权健投票现场翻车,9633,65830000,39000
49,2018,12,29,05,40,EXO NCT,9394,10238000,3930
50,2018,12,29,05,40,2018全球最美100面孔,9258,84382000,20000
1,2018,12,29,05,50,刘德华现场中止演唱会 ,108164,220000000,45000
2,2018,12,29,05,50,皇后的品格 全程高能,61207,43419000,4622
3,2018,12,29,05,50,办完婚礼就捐份子钱,47631,24311000,1356
4,2018,12,29,05,50,有些人别p的太过分,46143,130000000,15000
5,2018,12,29,05,50,原生之罪 真香,43730,25057000,2953
6,2018,12,29,05,50,讨厌的网络用语,41592,46377000,9347
7,2018,12,29,05,50,宋运辉求婚,41138,81726000,6534
8,2018,12,29,05,50,刘德华哭着道歉,38977,49567000,5856
9,2018,12,29,05,50,手机触摸屏让孩子更聪明,33648,77840000,4924
10,2018,12,29,05,50,权健患癌女童主治医生,31811,74178000,5170
11,2018,12,29,05,50,周子瑜太撩了,31137,130000000,14000
12,2018,12,29,05,50,十年后见到初恋,30627,78766000,19000
13,2018,12,29,05,50,藤田淑子去世 ,23248,30248000,3339
14,2018,12,29,05,50,鞠婧祎 红衣 ,22859,68246000,14000
15,2018,12,29,05,50,你找不到男朋友的原因 ,19871,84335000,35000
16,2018,12,29,05,50,郭艾伦被隔扣,19765,34132000,666
17,2018,12,29,05,50,吴谨言 四川话,19671,6731000,885
18,2018,12,29,05,50,胖子也可以拥有尖下巴,19416,46677000,5921
19,2018,12,29,05,50,杨幂西装,19264,150000000,20000
20,2018,12,29,05,50,美国猴子实验 新型艾滋病疫苗,18983,5496000,894
21,2018,12,29,05,50,恋爱4个月胖50斤 ,18971,150000000,26000
22,2018,12,29,05,50,来电狂响,18803,9710000,23000
23,2018,12,29,05,50,广东人对冬天的尊重,18056,130000000,13000
24,2018,12,29,05,50,知否,17201,980000000,237000
25,2018,12,29,05,50,沈月胖了,17154,260000000,44000
26,2018,12,29,05,50,东京站无差别杀人嫌疑人被捕,16979,100000000,2188
27,2018,12,29,05,50,朱珠每年都上榜,16960,9293000,3927
28,2018,12,29,05,50,郝蕾好敢说,15096,250000000,28000
29,2018,12,29,05,50,分手要不要删联系方式,14967,110000000,30000
30,2018,12,29,05,50,年末joy,13542,27083000,3581
31,2018,12,29,05,50,闯红灯抓拍不带美颜,12498,7640000,1159
32,2018,12,29,05,50,老iG五人全部退役,12372,61659000,1767
33,2018,12,29,05,50,将夜第二季换人了,12263,23396000,1136
34,2018,12,29,05,50,曼娘上线,12073,33714000,2143
35,2018,12,29,05,50,胖了只能穿卫衣 ,11976,160000000,27000
36,2018,12,29,05,50,金敏喜,11631,260000000,71000
37,2018,12,29,05,50,异地恋会甜吗,11471,60482000,13000
38,2018,12,29,05,50,2018全球最帅100面孔 ,11457,120000000,42000
39,2018,12,29,05,50,霍尊 北京一夜,11139,7122000,7325
40,2018,12,29,05,50,发语音会很烦吗,11070,98074000,29000
41,2018,12,29,05,50,吉林爆炸,10490,71466000,2124
42,2018,12,29,05,50,2018你得到甜甜的恋爱了吗 ,10407,85903000,19000
43,2018,12,29,05,50,李大辉追星成功,10346,35025000,7320
44,2018,12,29,05,50,got7翻跟头,10330,29712000,8660
45,2018,12,29,05,50,微博之夜投票,10241,150000000,314000
46,2018,12,29,05,50,不发朋友圈被辞退 ,10169,170000000,22000
47,2018,12,29,05,50,EXO NCT,9923,10269000,3938
48,2018,12,29,05,50,权健投票现场翻车,9813,66333000,39000
49,2018,12,29,05,50,2018全球最美100面孔,9673,84911000,20000
50,2018,12,29,05,50,武汉593公交已致1死7伤,7654,77126000,3012
1,2018,12,29,06,00,刘德华现场中止演唱会 ,120611,229999999,45000
2,2018,12,29,06,00,皇后的品格 全程高能,65896,43619000,4649
3,2018,12,29,06,00,办完婚礼就捐份子钱,51820,24519000,1378
4,2018,12,29,06,00,有些人别p的太过分 ,50592,130000000,15000
5,2018,12,29,06,00,原生之罪 真香,49025,25120000,2957
6,2018,12,29,06,00,宋运辉求婚,47637,82403000,6552
7,2018,12,29,06,00,讨厌的网络用语,44645,47039000,9414
8,2018,12,29,06,00,刘德华哭着道歉,42570,50312000,5900
9,2018,12,29,06,00,手机触摸屏让孩子更聪明,34511,78365000,4944
10,2018,12,29,06,00,权健患癌女童主治医生,33482,74657000,5187
11,2018,12,29,06,00,十年后见到初恋,33285,79323000,19000
12,2018,12,29,06,00,周子瑜太撩了,31182,130000000,14000
13,2018,12,29,06,00,藤田淑子去世 ,25627,30310000,3353
14,2018,12,29,06,00,鞠婧祎 红衣 ,24840,68425000,14000
15,2018,12,29,06,00,你找不到男朋友的原因 ,21243,84821000,35000
16,2018,12,29,06,00,郭艾伦被隔扣,21223,34165000,668
17,2018,12,29,06,00,吴谨言 四川话,21055,6805000,890
18,2018,12,29,06,00,胖子也可以拥有尖下巴,20978,47141000,5928
19,2018,12,29,06,00,杨幂西装,20881,150000000,20000
20,2018,12,29,06,00,美国猴子实验 新型艾滋病疫苗,20709,5525000,896
21,2018,12,29,06,00,恋爱4个月胖50斤 ,20664,150000000,26000
22,2018,12,29,06,00,来电狂响,20558,9717000,23000
23,2018,12,29,06,00,广东人对冬天的尊重,19050,130000000,13000
24,2018,12,29,06,00,知否,18379,980000000,237000
25,2018,12,29,06,00,朱珠每年都上榜,17793,9332000,3927
26,2018,12,29,06,00,东京站无差别杀人嫌疑人被捕,17589,100000000,2191
27,2018,12,29,06,00,沈月胖了,17463,260000000,44000
28,2018,12,29,06,00,郝蕾好敢说,15758,250000000,28000
29,2018,12,29,06,00,分手要不要删联系方式,15473,110000000,30000
30,2018,12,29,06,00,年末joy,14416,27519000,3588
31,2018,12,29,06,00,闯红灯抓拍不带美颜 ,13055,7655000,1161
32,2018,12,29,06,00,将夜第二季换人了,13049,23858000,1140
33,2018,12,29,06,00,老iG五人全部退役,12913,62123000,1776
34,2018,12,29,06,00,曼娘上线,12629,34143000,2143
35,2018,12,29,06,00,胖了只能穿卫衣 ,12527,160000000,27000
36,2018,12,29,06,00,金敏喜,12317,260000000,71000
37,2018,12,29,06,00,异地恋会甜吗,11891,60942000,13000
38,2018,12,29,06,00,霍尊 北京一夜,11866,7149000,7335
39,2018,12,29,06,00,2018全球最帅100面孔 ,11853,120000000,42000
40,2018,12,29,06,00,发语音会很烦吗,11499,98525000,29000
41,2018,12,29,06,00,吉林爆炸,11093,71884000,2125
42,2018,12,29,06,00,2018你得到甜甜的恋爱了吗 ,10891,86355000,19000
43,2018,12,29,06,00,got7翻跟头,10733,30140000,8717
44,2018,12,29,06,00,李大辉追星成功,10723,35436000,7329
45,2018,12,29,06,00,微博之夜投票,10637,150000000,314000
46,2018,12,29,06,00,不发朋友圈被辞退,10605,170000000,22000
47,2018,12,29,06,00,EXO NCT,10540,10310000,3945
48,2018,12,29,06,00,权健投票现场翻车,10460,66822000,39000
49,2018,12,29,06,00,2018全球最美100面孔,9840,85451000,20000
50,2018,12,29,06,00,武汉593公交已致1死7伤,7935,77507000,3013
1,2018,12,29,06,10,刘德华现场中止演唱会 ,138450,229999999,46000
2,2018,12,29,06,10,皇后的品格 全程高能,72964,43852000,4682
